HOUSEID,localminute,use,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,gen,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,subpanel1,subpanel2,unknown1,unknown2,unknown3,unknown4,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
3.5,41487.15347,2.774183333,1.250816667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04646,0.04945,#DIV/0!,#DIV/0!,#DIV/0!,0.9628375,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.010541667,0,#DIV/0!,0.381225,#DIV/0!,#DIV/0!,#DIV/0!,-0.003258333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0089125,0.0023,0.007475,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.161,#DIV/0!,0.00345,0.08625,0.0299,#DIV/0!,0.0054625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1342625,#DIV/0!,#DIV/0!,#DIV/0!,0.02875,0.734275,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.15417,2.9394,1.378083333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04646,0.0428375,#DIV/0!,#DIV/0!,#DIV/0!,0.961975,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.010541667,0,#DIV/0!,0.396558333,#DIV/0!,#DIV/0!,#DIV/0!,-0.00345,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0299,0.0023,0.0069,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1607125,#DIV/0!,0.00345,0.08625,0.0299,#DIV/0!,0.0054625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.133975,#DIV/0!,#DIV/0!,#DIV/0!,0.02875,0.733125,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.15486,3.536058333,1.876225,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04623,0.0445625,#DIV/0!,#DIV/0!,#DIV/0!,0.9616875,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.010541667,0,#DIV/0!,0.483,#DIV/0!,#DIV/0!,#DIV/0!,-0.004025,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0255875,0.0023,0.007475,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1607125,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.0054625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.133975,#DIV/0!,#DIV/0!,#DIV/0!,0.02875,0.733125,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.15556,3.527816667,1.824858333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04623,0.0388125,#DIV/0!,#DIV/0!,#DIV/0!,0.9616875,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.009775,0,#DIV/0!,0.5244,#DIV/0!,#DIV/0!,#DIV/0!,-0.004408333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.0023,0.007475,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.161,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.005175,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.133975,#DIV/0!,#DIV/0!,#DIV/0!,0.0276,0.7337,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.15625,3.266575,1.570133333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04623,0.033925,#DIV/0!,#DIV/0!,#DIV/0!,0.961975,0.007475,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.008433333,0,#DIV/0!,0.523825,#DIV/0!,#DIV/0!,#DIV/0!,-0.004983333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.0023,0.007475,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.160425,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.0043125,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1336875,#DIV/0!,#DIV/0!,#DIV/0!,0.02875,0.733125,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.15694,3.154641667,1.570516667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04646,0.0330625,#DIV/0!,#DIV/0!,#DIV/0!,0.9622625,0.007475,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.007475,0,#DIV/0!,0.409016667,#DIV/0!,#DIV/0!,#DIV/0!,-0.00575,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.0023,0.007475,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.161,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.004025,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.13455,#DIV/0!,#DIV/0!,#DIV/0!,0.02875,0.73255,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.15764,2.919275,1.341858333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04623,0.0330625,#DIV/0!,#DIV/0!,#DIV/0!,0.96255,0.007475,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.006516667,0,#DIV/0!,0.396558333,#DIV/0!,#DIV/0!,#DIV/0!,-0.005558333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.0023,0.007475,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1607125,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.13455,#DIV/0!,#DIV/0!,#DIV/0!,0.0276,0.73025,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.15833,2.745433333,1.175875,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04623,0.0330625,#DIV/0!,#DIV/0!,#DIV/0!,0.96255,0.007475,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.006516667,0,#DIV/0!,0.390041667,#DIV/0!,#DIV/0!,#DIV/0!,-0.005558333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.024725,0.0023,0.007475,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1607125,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1342625,#DIV/0!,#DIV/0!,#DIV/0!,0.0276,0.7107,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.15903,2.661675,1.174533333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04623,0.033925,#DIV/0!,#DIV/0!,#DIV/0!,0.96255,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.006708333,0,#DIV/0!,0.304175,#DIV/0!,#DIV/0!,#DIV/0!,-0.005558333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.0023,0.007475,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1601375,#DIV/0!,0.00345,0.0851,0.02875,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.133975,#DIV/0!,#DIV/0!,#DIV/0!,0.0276,0.455975,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.15972,2.547825,1.085216667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04623,0.028175,#DIV/0!,#DIV/0!,#DIV/0!,0.96255,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.0069,0,#DIV/0!,0.304175,#DIV/0!,#DIV/0!,#DIV/0!,-0.005558333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.0023,0.007475,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.160425,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1141375,#DIV/0!,#DIV/0!,#DIV/0!,0.0276,0.4186,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16042,2.18385,0.766283333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04646,0.027025,#DIV/0!,#DIV/0!,#DIV/0!,0.9622625,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.0069,0,#DIV/0!,0.3036,#DIV/0!,#DIV/0!,#DIV/0!,-0.005558333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.0023,0.007475,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1601375,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0928625,#DIV/0!,#DIV/0!,#DIV/0!,0.0276,0.37835,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16111,2.115233333,0.766475,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04669,0.027025,#DIV/0!,#DIV/0!,#DIV/0!,0.9628375,0.00805,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.007283333,0,#DIV/0!,0.231916667,#DIV/0!,#DIV/0!,#DIV/0!,-0.005558333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.001725,0.0069,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1601375,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0928625,#DIV/0!,#DIV/0!,#DIV/0!,0.0276,0.37835,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16181,2.065975,0.766091667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04669,0.027025,#DIV/0!,#DIV/0!,#DIV/0!,0.9622625,0.00805,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.007283333,0,#DIV/0!,0.204508333,#DIV/0!,#DIV/0!,#DIV/0!,-0.00575,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.001725,0.0069,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1601375,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.05635,#DIV/0!,#DIV/0!,#DIV/0!,0.0276,0.31855,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.1625,2.065591667,0.763791667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04669,0.027025,#DIV/0!,#DIV/0!,#DIV/0!,0.9622625,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.0069,0,#DIV/0!,0.203741667,#DIV/0!,#DIV/0!,#DIV/0!,-0.005941667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.001725,0.0069,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.160425,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0503125,#DIV/0!,#DIV/0!,#DIV/0!,0.0276,0.3266,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16319,2.05275,0.763408333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04669,0.027025,#DIV/0!,#DIV/0!,#DIV/0!,0.963125,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.007091667,0,#DIV/0!,0.204125,#DIV/0!,#DIV/0!,#DIV/0!,-0.005558333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.024725,0.001725,0.0069,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.160425,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0503125,#DIV/0!,#DIV/0!,#DIV/0!,0.0276,0.289225,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16389,1.786141667,0.51175,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04692,0.027025,#DIV/0!,#DIV/0!,#DIV/0!,0.9622625,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.007091667,0,#DIV/0!,0.205466667,#DIV/0!,#DIV/0!,#DIV/0!,-0.00575,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.024725,0.001725,0.0069,0.001725,0.05865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.160425,#DIV/0!,0.00345,0.08625,0.02875,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0503125,#DIV/0!,#DIV/0!,#DIV/0!,0.03105,0.3082,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16458,1.569366667,0.386016667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04669,0.027025,#DIV/0!,#DIV/0!,#DIV/0!,0.96255,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.007283333,0,#DIV/0!,0.106183333,#DIV/0!,#DIV/0!,#DIV/0!,-0.00575,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.024725,0.001725,0.0069,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.160425,#DIV/0!,0.00345,0.08625,0.0299,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.063825,#DIV/0!,#DIV/0!,#DIV/0!,0.03565,0.3082,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16528,1.589108333,0.386591667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04692,0.027025,#DIV/0!,#DIV/0!,#DIV/0!,0.98095,0.00805,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.007475,0,#DIV/0!,0.100816667,#DIV/0!,#DIV/0!,#DIV/0!,-0.00575,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.024725,0.001725,0.0069,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.161,#DIV/0!,0.00345,0.0851,0.0299,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.082225,#DIV/0!,#DIV/0!,#DIV/0!,0.03565,0.34615,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16597,1.517616667,0.255875,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04669,0.0267375,#DIV/0!,#DIV/0!,#DIV/0!,1.0761125,0.00805,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.007475,0,#DIV/0!,0.100816667,#DIV/0!,#DIV/0!,#DIV/0!,-0.005558333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.024725,0.001725,0.0069,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1607125,#DIV/0!,0.00345,0.0851,0.0299,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0802125,#DIV/0!,#DIV/0!,#DIV/0!,0.03565,0.534175,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16667,1.350483333,0.006708333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04715,0.0261625,#DIV/0!,#DIV/0!,#DIV/0!,1.203475,0.00805,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.007475,0,#DIV/0!,0.100625,#DIV/0!,#DIV/0!,#DIV/0!,-0.004983333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.001725,0.0069,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.161575,#DIV/0!,0.00345,0.0851,0.0299,#DIV/0!,0.0037375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0796375,#DIV/0!,#DIV/0!,#DIV/0!,0.03565,0.787175,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16736,1.925675,0.444858333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04692,0.0261625,#DIV/0!,#DIV/0!,#DIV/0!,1.2031875,0.00805,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.01035,0,#DIV/0!,0.233258333,#DIV/0!,#DIV/0!,#DIV/0!,-0.00345,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.001725,0.0069,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1612875,#DIV/0!,0.00345,0.08625,0.0299,#DIV/0!,0.0054625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.07935,#DIV/0!,#DIV/0!,#DIV/0!,0.03565,0.78775,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16806,1.933341667,0.453675,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04669,0.0261625,#DIV/0!,#DIV/0!,#DIV/0!,1.2135375,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.009966667,0,#DIV/0!,0.23,#DIV/0!,#DIV/0!,#DIV/0!,-0.00345,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.001725,0.0069,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1612875,#DIV/0!,0.00345,0.0851,0.0299,#DIV/0!,0.0054625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.07935,#DIV/0!,#DIV/0!,#DIV/0!,0.03565,0.8073,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16875,1.939666667,0.453483333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04692,0.0261625,#DIV/0!,#DIV/0!,#DIV/0!,1.2181375,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.009966667,0,#DIV/0!,0.229616667,#DIV/0!,#DIV/0!,#DIV/0!,-0.00345,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.001725,0.0069,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1612875,#DIV/0!,0.00345,0.0897,0.0299,#DIV/0!,0.0054625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0842375,#DIV/0!,#DIV/0!,#DIV/0!,0.03565,0.822825,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.16944,2.254766667,0.67045,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04692,0.0261625,#DIV/0!,#DIV/0!,#DIV/0!,1.221875,0.007475,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.009775,0,#DIV/0!,0.282133333,#DIV/0!,#DIV/0!,#DIV/0!,-0.003258333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.001725,0.0069,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1612875,#DIV/0!,0.00345,0.0851,0.0299,#DIV/0!,0.0054625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.122475,#DIV/0!,#DIV/0!,#DIV/0!,0.03565,0.906775,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.17014,2.484191667,0.854258333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04692,0.0261625,#DIV/0!,#DIV/0!,#DIV/0!,1.2210125,0.007475,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.009583333,0,#DIV/0!,0.314716667,#DIV/0!,#DIV/0!,#DIV/0!,-0.003258333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.001725,0.0069,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.161,#DIV/0!,0.00345,0.08625,0.0299,#DIV/0!,0.0054625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1198875,#DIV/0!,#DIV/0!,#DIV/0!,0.03565,0.9016,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.17083,2.335266667,0.850808333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04669,0.02645,#DIV/0!,#DIV/0!,#DIV/0!,1.0301125,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.009775,0,#DIV/0!,0.28865,#DIV/0!,#DIV/0!,#DIV/0!,-0.003258333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.001725,0.007475,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.161575,#DIV/0!,0.00345,0.08625,0.0299,#DIV/0!,0.0054625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1198875,#DIV/0!,#DIV/0!,#DIV/0!,0.03565,0.521525,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.17153,2.289075,0.847166667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04669,0.02645,#DIV/0!,#DIV/0!,#DIV/0!,0.96255,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.009775,0,#DIV/0!,0.288458333,#DIV/0!,#DIV/0!,#DIV/0!,-0.003258333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0253,0.001725,0.007475,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1612875,#DIV/0!,0.00345,0.08625,0.0299,#DIV/0!,0.0054625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.120175,#DIV/0!,#DIV/0!,#DIV/0!,0.03565,0.386975,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
3.5,41487.17222,2.315333333,0.846016667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0.04692,0.02645,#DIV/0!,#DIV/0!,#DIV/0!,0.9634125,0.0077625,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.009775,0,#DIV/0!,0.288458333,#DIV/0!,#DIV/0!,#DIV/0!,-0.003258333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0250125,0.001725,0.007475,0.001725,0.0598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1612875,#DIV/0!,0.00345,0.08625,0.0299,#DIV/0!,0.0054625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1198875,#DIV/0!,#DIV/0!,#DIV/0!,0.03565,0.38755,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
